PRECTOTCORR,QV2M,PS,WS50M,T2M,TS,ALLSKY_SFC_SW_DWN,WS10M,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_PAR_TOT,WS2M
0.01,4.94,101.99,6.17,10.48,14.3,4.29,5.04,0.78,89.53,87,4.17
0.03,4.64,101.79,7.84,8.69,13.26,3.51,6.51,0.82,85.67,72.6,5.38
0.01,4.88,101.48,8.03,8.85,12.84,3.15,6.58,0.85,85.02,65.8,5.38
0,6.41,101.69,8.68,13.54,14.64,4.5,6.94,0.86,83.33,89.8,5.5
0,6.84,102.22,4.55,14.48,15.27,4.55,3.63,0.82,79.1,90.5,2.85
0,7.02,102,5.68,15.61,15.92,4.56,4.27,0.66,81.38,90.9,3.3
0,8.06,101.7,6.02,17.02,16.82,4.26,4.31,0.9,81.84,85.4,3.28
0.02,8.54,101.54,3.96,17.58,16.87,3.33,2.99,0.77,78.12,68.1,2.27
0.83,9.16,102.02,7.94,15.29,15.77,1.21,6.58,0.73,76.07,27.7,5.29
1.3,8,102.3,7.53,13.9,15.13,1.32,6.44,0.7,80.12,30.1,5.26
6.47,9.89,101.58,5.88,15.28,15.67,1.3,4.78,0.77,77.6,29.6,3.84
0.01,6.96,101.56,8.09,13.84,14.61,3.98,6.44,0.69,70.17,79.4,5.13
0,6.1,102.25,4.84,13.57,14.4,4.21,3.9,0.7,70.96,83.6,3.11
0,8.97,101.93,7.27,15.6,15.35,3.88,5.3,0.7,68.35,77.4,4.09
0.05,5.37,102.88,7.26,13.08,14.08,4.08,5.83,0.48,61.46,81,4.66
0,5.55,103.41,4.52,11.45,13.44,3.92,3.8,0.66,66.24,78.2,3.08
0,6.77,102.72,5.18,13.69,14.41,3.89,4.19,0.5,67.33,77.5,3.34
0,8.85,102.42,3.88,14.77,15.19,3.76,3.15,0.66,69.81,75.1,2.46
0.01,9.16,102.39,2.2,15.2,14.96,2.99,1.79,0.45,68.43,61.5,1.41
0.16,9.28,101.64,3.1,15.34,14.73,1.67,2.37,0.52,67.96,36.4,1.84
0.12,5.86,101.31,11,12.44,13.69,3.72,8.88,0.55,69.8,73.9,6.98
0.04,3.78,101.81,10.32,5.45,10.57,3.15,8.52,0.58,66.58,63.8,6.91
0.03,4.09,101.61,10.11,6.88,10.8,1.78,8.19,0.33,63.43,38.6,6.62
0,5.19,101.63,10.52,9.5,11.73,2.41,8.52,0.53,62.31,50.5,6.81
0,5.25,101.69,9.16,9.58,11.56,3.49,7.31,0.48,59.77,69.2,5.86
0,5.68,101.7,8.02,11.07,12.13,3.24,6.22,0.27,55.8,64.8,4.91
0,6.23,101.63,4.73,12.37,12.43,3.35,3.75,0.56,64.78,66.7,2.93
0.08,6.65,101.1,5.03,12.88,12.87,2.38,3.77,0.4,62.5,48.7,2.91
0,5.13,100.99,9.99,9.31,11.22,3.09,8.11,0.44,62.84,61.1,6.48
0,4.76,101.42,7.73,8.97,10.77,3.37,6.21,0.48,59.3,65.9,5
0,5.31,101.61,5.52,9.42,10.76,2.84,4.56,0.49,59.84,56.8,3.66
0.02,6.1,101.58,3.55,10.65,11.45,3.06,2.99,0.52,61.98,60.2,2.42
10.96,7.75,101.18,4.41,12.44,12.51,2.06,3.59,0.41,58,42.7,2.85
29.54,8.61,99.92,11.21,13.87,13.4,2.27,8.82,0.41,59.36,46.3,6.87
2.19,7.02,100.81,10.98,11.57,12.04,0.8,8.91,0.37,57.71,18,7.03
0,5.8,101.51,6.36,9.63,11.04,1.87,5.35,0.39,57.2,39,4.34
0.17,5.62,101.65,3.65,8.56,10.68,0.69,2.97,0.41,55.52,15.9,2.43
7.58,7.57,100.83,6.98,11.15,11.5,0.36,5.56,0.38,46.4,8.6,4.4
0.04,4.27,101.02,9.91,6.52,9.51,2.55,8.06,0.34,46.95,50.7,6.51
0.04,4.39,101.34,8.21,7.15,9.53,2.52,6.6,0.41,54.46,50.2,5.35
0.13,5,100.69,9.38,8.76,10.37,2.86,7.58,0.38,53.8,55.9,6.09
0.01,3.85,101.74,7.36,5.74,9,2.63,5.98,0.29,44.37,52,4.89
0.3,3.36,101.83,4.97,4.04,7.68,1.62,4.12,0.22,49.02,33.8,3.38
0.88,3.78,101.32,6.99,4.48,7.88,2.79,5.77,0.3,51.71,54.4,4.7
0.05,3.36,101.26,9.85,2.83,7.33,2.56,8.2,0.32,50.75,50.2,6.66
0.07,2.87,101.57,11.38,1.14,6.57,2.4,9.52,0.3,47.71,47.7,7.68
0.12,2.62,102.35,7.67,0.66,6.26,2.82,6.4,0.21,48.02,55,5.26
1.99,2.44,102.89,3.8,1.28,6.24,2.5,3.24,0.28,48.98,49.3,2.77
0.34,3.6,102.84,5.29,4.51,6.78,1.35,4.27,0.32,48.91,28.7,3.45
30.45,7.69,100.82,11.79,10.6,9.94,0.43,8.97,0.31,45.36,9.3,6.9
0.04,5.68,100.54,8.23,8.38,8.94,2.04,6.58,0.34,43.21,41,5.24
1.05,5.13,101.34,5.88,7.6,8.29,1.01,4.7,0.24,41.56,21.6,3.76
3.12,4.58,101.66,5.78,6.12,7.9,2.69,4.7,0.32,43.77,51.9,3.83
0.63,4.58,101.18,8.8,5.57,7.76,0.83,7.23,0.39,46.49,18.3,5.81
0.01,3.42,102.18,7.52,3.21,6.46,2.6,6.09,0.26,46.12,49.5,5
0.02,2.69,102.91,8.2,0.77,5.37,2.68,6.7,0.35,46.95,50.8,5.49
0.04,2.56,103.22,6.3,0.33,5.11,2.63,5.22,0.33,40.7,49.8,4.33
0.01,2.69,102.57,4.67,3,5.31,2.61,3.95,0.29,44.5,49.5,3.23
0.01,3.36,101.52,9.21,4.47,5.97,2.56,7.37,0.38,44.8,48.8,5.88
0.11,2.38,101.76,7.54,0.05,4.84,2.51,6.23,0.32,45.28,47.8,5.16
0.12,2.62,101.13,8.43,0.92,4.78,2.13,6.95,0.17,43.26,41.4,5.69
0.46,3.3,101.55,3.47,1.04,4.83,0.54,3.05,0.18,41.69,12,2.56
0.34,2.81,102.68,5.99,0.9,4.83,2.51,4.95,0.23,45.38,47.8,4.07
1.57,3.91,102.64,5.09,3.88,5.47,1.69,4.2,0.25,42.24,33.8,3.38
0.09,5.13,101.78,4.4,5.12,6.55,1.48,3.57,0.16,41.56,30,2.91
1.89,4.21,101.14,14.85,5.18,6.74,2.3,11.91,0.12,41.22,44,9.28
0.08,2.2,103.57,4.88,-0.81,4.68,2.47,4.09,0.11,35.51,47.2,3.44
20.67,5.13,102.14,8.27,5.7,6.14,1.49,6.34,0.5,42.74,29.8,5.05
0.03,3.17,103.19,6.12,1.96,4.78,2.29,5.02,0.23,45.38,42.9,4.1
16.04,5.8,102.48,8.65,7.24,7.01,0.76,6.5,0.08,36.52,16.1,5.05
19.02,7.63,100.04,16.5,10.43,9.23,0.56,12.91,0.15,38.16,12.2,9.89
0,2.75,101.45,9.37,0.4,4.69,2.58,7.94,0.2,41.96,47.5,6.39
0.21,3.78,101.06,4.95,3.25,5.6,2.16,4.16,0.25,41.6,41,3.4
2.02,3.05,101.09,10.54,0.6,4.64,2.36,8.8,0.2,40.97,43.5,7.11
0.02,2.69,102.33,4.14,0.01,4.26,1.6,3.45,0.21,44.61,30.9,2.88
1.35,2.93,101.67,6.44,-0.37,4.16,0.88,5.57,0.28,44.52,18.4,4.54
0,2.26,102.79,8.6,-3.34,2.48,2.41,7.3,0.5,42.09,44.8,5.99
0.02,2.5,102.35,6.22,-0.14,3.32,1.56,5.14,0.23,42.66,30.3,4.22
0,1.95,102.7,13.32,-4.52,1.77,2.51,11.13,0.25,43.86,46.9,8.91
0.01,2.2,102.57,10.9,-3.33,2.05,2.48,9.01,0.19,41.54,46.4,7.3
0.18,2.56,101.57,9.23,-1.52,2.5,2.34,7.67,0.2,41.65,44.3,6.26
0.64,2.26,101.17,9.95,-3.24,1.9,2.45,8.34,0.16,41.3,45.7,6.79
0.11,2.5,101.31,5.2,-2.81,2.21,2.27,4.41,0.18,43.77,43.4,3.66
15.71,3.54,100.09,10.14,-0.01,2.88,0.85,8.65,0.22,44.28,17.7,6.9
0.04,2.69,100.6,12.6,-1.68,2.01,1.59,10.41,0.16,41.3,30.9,8.3
0.02,2.56,101.95,8.92,-2.34,1.3,2.28,7.24,0.16,43.41,38.79,5.86
0.04,2.26,102.39,8.89,-3.95,0.54,2.31,7.33,0.18,44.1,39.37,5.98
0,2.38,102.15,6.39,-3.12,0.05,2.35,5.26,0.2,44.27,40.09,4.25
0.84,2.62,101.44,7.29,-1.28,0.94,1.99,5.91,0.18,43.63,34.2,4.76
2.44,3.17,100.6,6.67,-0.38,1.18,1.62,5.45,0.17,43.88,29.23,4.44
0.01,3.3,100.27,7.4,-0.18,1.5,2.1,5.96,0.16,38.59,35.23,4.78
0.55,3.6,100.98,4.45,1.55,1.75,2.42,3.64,0.22,43.53,41.51,2.95
7.35,4.33,100.77,6.25,2.63,2.93,0.89,4.97,0.12,36.36,16.69,3.96
0.52,2.93,100.76,9.96,-0.51,1.88,1.47,8.24,0.16,43.01,25.45,6.65
0.03,2.5,101.46,9.3,-2.09,0.87,2.55,7.73,0.2,46.59,43.77,6.23
0,3.6,101.45,8.4,1.83,2.04,1.56,6.45,0.5,44.83,27.84,5.05
0,2.99,102.14,5.05,0.59,1.36,2.7,4.13,0.26,47.59,45.19,3.3
0,2.99,102.58,3.17,0.61,1.6,2.34,2.59,0.5,49.53,40.86,2.04
0.69,3.72,102.37,4,2.08,2.22,1.26,3.05,0.2,47.79,23.16,2.34
6.38,4.33,101.72,4.69,2.77,3.01,0.94,3.78,0.14,41.1,17.58,3.05
0.15,4.09,101.43,7.41,2.97,3.17,1.93,5.6,0.23,48.7,34.16,4.44
0.15,3.78,102.04,6.94,2.31,2.6,1.89,5.37,0.22,47.3,33.49,4.27
2.02,3.6,102.19,5.12,1.83,2.62,0.89,4.19,0.12,47.65,16.9,3.38
19.26,4.52,101.15,6.2,2.84,3.02,0.42,4.88,0.07,49.95,8.41,3.92
17.53,3.66,101.18,10.24,0.74,2.1,0.46,8.66,0.09,48.56,9,6.97
3.72,2.69,101.59,10.48,-2.47,-0.02,2.11,8.82,0.5,49.41,36.67,7.05
0,2.2,103.05,3.54,-2.38,-1.31,2.93,3.05,0.3,51.57,49.4,2.51
2.63,2.69,102.3,2.23,-0.11,-0.96,2.41,1.91,0.3,55.7,42.66,1.59
0,3.23,101.38,4.14,0.4,0.67,2.47,3.31,0.24,42.83,40.19,2.62
0.04,3.11,101.64,7.45,-0.05,1.14,1.78,6.12,0.22,49.66,30.74,4.94
0.08,2.44,102.08,6.2,-1.84,0.58,2.68,5.09,0.22,45.34,43.34,4.17
0.73,3.54,101.05,8.7,1.53,1.92,1.72,6.91,0.24,51.23,31.34,5.52
0.01,2.75,102.17,8.17,0.1,1.27,3.03,6.67,0.27,50.86,50.15,5.38
0.01,2.69,102.38,4.57,-0.16,0.99,3.01,3.7,0.29,56.91,51.62,2.98
15.56,4.94,100.57,9.62,4.17,2.8,0.61,6.59,0.1,55.09,11.77,5
0.04,4.39,100.3,7.62,3.74,3.07,2.07,5.44,0.3,55.84,37.63,4.19
0.04,4.03,101.65,6.27,3.53,2.87,2.77,4.45,0.38,57.61,48.44,3.27
0.44,3.97,101.39,5.44,2.76,2.32,1.7,3.95,0.31,52.38,31.14,2.86
0.02,2.2,102.19,8.98,-1.38,0.85,3.49,7.48,0.36,60.26,59.09,6.06
0.01,2.44,102.68,3.72,0.2,1.44,2.63,2.98,0.34,59.33,46.44,2.38
26.3,4.03,101.03,11.31,1.99,1.94,0.51,9.13,0.09,58.44,10.38,7.17
0.25,3.85,101.24,9.11,2.14,1.78,3.09,6.75,0.36,63.98,54.95,5.28
0.01,3.48,102.33,7.38,1.99,1.66,2.94,5.41,0.28,48.29,47.47,4.19
0.04,3.3,103,4.18,1.36,1.65,1.27,3.2,0.23,57.42,24.46,2.51
0.03,5,101.74,8.34,4.26,2.93,1.83,5.44,0.34,58.99,34.5,4.04
0.94,4.03,101.15,13.95,4.78,3.58,3.84,10.44,0.56,68.12,66.96,8.09
0.23,1.89,103.16,10.65,-2.25,0.89,4.08,8.87,0.5,70.11,69.04,7.19
0.69,2.14,103.59,4.78,-2.9,1.08,3.85,4.06,0.48,67.59,65.67,3.42
0.37,3.72,102.64,3.62,3.61,2.73,3.77,2.78,0.46,65.76,64.91,2.16
0.6,4.58,101.71,6.6,4,3.24,1.11,4.46,0.22,61.72,21.59,3.34
2.79,4.15,101.26,6.37,3.83,3.07,1.41,4.27,0.28,72.52,27.14,3.18
4.9,4.33,101.6,4.63,2.92,2.91,0.96,3.43,0.21,63.54,19.37,2.67
1.91,2.75,101.32,11.8,0.05,1.93,3.69,9.73,0.62,73.19,64.42,7.76
0,1.95,102.72,7.85,-2.48,1.03,4.39,6.57,0.57,74.37,73.6,5.42
0.03,2.69,102.65,8.6,1.08,1.79,4.28,6.84,0.51,75.5,73.12,5.47
0.38,4.52,101.85,8.32,4.6,3.47,2.13,5.66,0.38,68.33,39.14,4.23
0.72,3.23,101.89,10.8,2.2,2.76,4.37,8.28,0.62,77.49,75.88,6.46
6.42,2.01,102.69,6.09,-3.92,0.87,1.48,5.43,0.26,77.85,28.19,4.6
1.18,2.99,101.97,8.32,0.21,2.05,3.64,6.94,0.48,77.78,63.52,5.65
1.04,2.14,103.36,4.92,-0.7,1.68,3.39,4.1,0.52,79.99,60.76,3.41
7.91,4.94,101.99,11.04,4.71,3.55,0.77,7.87,0.21,73.22,15.41,6.08
0.02,4.09,101.65,10.27,4.36,3.51,3.83,7.23,0.79,82,67.87,5.58
0.03,3.6,101.98,6.75,2.87,3.19,4.3,4.9,0.69,79.29,75.88,3.81
0.28,2.44,101.6,6.99,-0.17,1.99,4.62,5.84,0.77,84.18,79.51,4.79
0.14,2.5,100.92,5.59,-0.19,1.81,3.95,4.62,0.57,79.7,68.22,3.82
0.76,3.66,100.37,3.18,2.12,2.41,2.37,2.35,0.41,75.59,43.39,1.77
0.33,4.15,100.85,3.51,3.82,3.11,2.32,2.45,0.45,76.2,42.95,1.77
5.08,3.54,101.49,10.85,1.3,2.1,1.3,9.15,0.32,81.33,26.04,7.3
7.22,3.66,99.81,13.54,0.74,1.8,0.58,11.54,0.19,86.69,12.3,9.12
4.61,3.36,99.14,12.65,-0.08,1.58,1.9,10.69,0.45,90.55,36.42,8.5
0.27,3.3,100.79,6.6,1.28,2.05,3.65,5.5,0.66,92.02,65.82,4.45
0.46,3.3,101.55,4.34,2.12,2.44,3.81,3.54,0.7,94.36,69.29,2.87
7.16,3.91,100.83,8.97,2.82,2.63,2.32,6.88,0.42,85.47,43.13,5.39
0.01,3.36,101.15,10.23,2.32,2.6,4.99,8.2,0.58,86.88,85.38,6.44
0.45,3.91,101.52,8.27,3.15,2.81,3.84,6.08,0.59,83.95,67.37,4.73
1.74,2.87,102.19,5.91,1.8,2.93,5.64,4.8,0.84,98.54,97.94,3.91
25.37,5.74,100.04,6.84,6.13,4.7,1.05,4.52,0.29,88.54,21.49,3.22
0.06,4.15,100.48,10.02,4.79,3.8,4.4,7.11,0.5,97.05,79.03,5.45
4.33,4.21,101.25,4.65,4.4,3.57,2.29,3.06,0.48,94.95,44.32,2.12
3.59,4.46,101.16,4.19,4.87,4.62,5.1,2.91,0.9,100.19,92.39,2.1
2.07,4.7,101.24,4.81,4.57,4.82,2.46,3.66,0.62,96.01,47.46,2.88
0.12,3.66,101.67,10.25,3.72,3.97,5.11,8.16,0.88,97.19,89.96,6.46
0,3.42,102.61,9.04,3.91,3.73,5.71,6.57,0.5,103.84,99,5.07
0.14,4.09,103,5.87,3.98,4.22,5.54,4.39,1,106.62,98.17,3.42
38.12,5,101.66,14.12,5.03,4.44,1.02,11.41,0.3,102.93,21.91,8.88
18.17,5,99.57,10.99,5.09,4.44,0.86,8.55,0.26,106.46,18.88,6.55
0.14,4.03,100.17,13.13,6.08,4.98,5.63,9.62,0.95,103.92,98.72,7.41
0.26,4.39,100.73,10.27,5.33,4.5,2.92,7.43,0.55,94.49,54.27,5.73
0.01,2.81,101.52,5.89,2.23,3.34,6.17,4.8,1.02,106.43,105.75,3.9
1.87,2.93,101.51,6.66,0.79,2.25,2.47,5.5,0.46,93.09,45.41,4.45
0,2.44,102.12,7.61,0.35,2.43,6.08,6.19,0.85,104.59,103.02,5.03
0.25,3.23,102.44,5.11,2.86,3.39,6.38,4.02,0.92,111.16,110.93,3.21
11.94,4.39,102.55,5.62,3.9,3.87,2.45,4.6,0.59,103.79,47.92,3.64
44.57,5.37,100.52,8.7,5.26,4.59,0.83,6.68,0.23,113.74,17.7,5.14
0.35,4.33,100.85,3.22,4.52,4.73,3.68,2.45,0.9,114.71,70.48,1.87
0.39,4.46,100.7,5.27,4.09,4.44,2.13,4.34,0.59,109.02,42.74,3.52
0.02,4.09,101.24,4.88,4.51,4.48,2.83,3.58,0.7,114.88,54.69,2.78
0.02,4.27,101.83,3.57,5.07,5.01,5.79,2.73,1,113.8,103.23,2.1
0,4.15,102.41,4.58,5.64,5.48,6.67,3.57,1.08,118.17,117.93,2.73
0,4.39,102.5,4.94,7.13,6.43,6.72,3.59,1.1,120.92,118.35,2.73
4.83,6.1,101.49,7.67,7.5,6.43,1.5,5.17,0.39,106.3,31.05,3.81
0.33,5,102.08,7.14,6.26,6.26,2.84,5.57,0.77,111.31,55.51,4.35
5.73,5.55,101.83,4.56,6.34,6.27,1.22,3.54,0.47,115.9,26.05,2.72
5.56,7.26,100.89,4.92,9.98,8.87,5.58,3.52,1.3,117.58,104.45,2.54
8.65,5.92,101.52,5.96,8.81,8.05,4.48,4.16,1.22,118.91,84.84,3.05
5.34,5.74,102.33,6.88,6.99,6.62,2.48,4.96,0.81,120.07,50.93,3.8
3.21,7.51,101.47,7.2,10.01,8.76,2.71,4.95,0.84,110.01,54.29,3.61
0.29,7.2,100.87,8.82,11.76,9.22,3.73,5.42,0.99,117.45,71.45,3.64
1.37,5.07,101.21,6.87,9.38,7.83,7.37,4.39,1.47,130.8,130.31,2.97
1.49,5.13,100.88,4.61,8.82,7.99,6.28,3.1,1.25,123.74,112.45,2.24
1.68,5.43,100.55,5.1,8.17,7.48,4.11,3.54,0.97,120.88,77.49,2.62
0.71,5.31,100.48,5.24,7.38,7.48,4.19,3.9,0.85,113.65,76.66,2.98
2.05,4.15,100.79,9.72,6.33,6.37,6.13,7.56,1.05,122.63,108.66,5.91
0,3.66,102.17,5.75,5.54,6.09,7.39,4.33,1.2,129.48,128.44,3.36
0.13,5.8,102.66,6.83,8.36,7.65,4.78,4.54,0.98,123.61,87.92,3.36
2.87,7.08,102.54,6.45,10.49,9.42,3.5,4.24,0.86,114.58,67.18,3.06
0.01,9.46,102.13,9.26,14.83,12.18,6.28,5.95,1.41,126.16,117.86,4.16
0.06,8.54,101.99,5.5,13.62,12.15,6.65,3.91,1.6,129.99,125.34,2.72
0.2,8.67,101.09,10.2,14.35,12.37,6.37,6.73,1.77,128.95,119.29,4.92
0.27,4.88,102.15,5.34,9.19,9.08,3,4.17,1.02,139.2,60.09,3.25
0,4.82,102.23,5.3,9.32,9.26,7.88,4.07,1.66,138.4,137.4,3.14
0,5.92,101.5,4.87,11.44,10.35,7.18,3.44,1.42,134.6,129.95,2.41
0,5.31,102.16,8.59,10.62,9.77,7.82,5.8,1.59,140.98,138.11,4.3
0,4.7,103.13,5.33,8.9,9.44,8,4.18,1.56,141.72,140.46,3.31
0,6.35,102.52,7.28,11.62,10.69,7.38,4.95,1.6,135.62,131.92,3.66
0,7.93,101.78,6.24,15.4,12.94,7.12,3.83,1.59,132.25,130.01,2.62
0.07,8.97,101.71,7.46,16.45,13.9,7.24,4.59,1.59,135.45,132.51,3.11
0,9.83,101.95,7.04,17.59,14.83,6.82,4.31,1.43,125.88,123.73,2.95
0.02,10.25,101.67,7.23,18.77,15.54,6.4,4.51,1.53,122.16,116.24,3.15
0.07,9.09,101.7,5.48,16.08,14.07,4.98,3.68,1.45,133.45,96.62,2.45
0.04,5.8,102.99,7.48,11.22,11.75,8.15,6.02,2.02,148.69,147.16,4.8
0,5.25,103.32,4.96,9.61,11.09,8.16,4.27,1.63,149.89,144.45,3.48
0.09,6.77,102.79,4.3,11.67,11.98,8.27,3.5,1.88,149.06,148.7,2.77
0.21,8,102.06,2.59,14.26,13.26,7.06,1.84,1.79,137.16,130.28,1.32
0,8.06,101.61,4.68,17.29,14.44,7.55,3.06,1.86,138.94,137.57,1.97
0.14,8.97,101.38,5.77,17.7,15.33,7.36,3.62,1.73,138.41,135.49,2.38
1.21,10.07,100.97,7.51,17.77,15.83,6.48,4.86,1.68,139.77,122.13,3.32
0,6.47,101.51,8.58,14.07,13.76,8.01,6.22,2.02,147.53,145.28,4.77
0.11,6.16,101.64,6.73,13.57,13.3,7.28,4.7,1.53,146.45,132.59,3.5
0,6.23,101.01,8.29,13.94,13.37,7.37,5.7,1.53,148.96,133.88,4.28
0.11,7.02,101.37,6.63,12.28,12.84,4.37,5.41,1.12,152.2,84.57,4.34
0.24,7.2,101.61,4.67,12.3,12.98,5.8,3.97,1.61,147.32,110.07,3.23
0.75,8.61,101.36,6.64,13.39,13.5,2.23,5.28,0.82,141.02,47.38,4.2
0.01,9.34,100.9,2.59,16.19,15.65,6.62,1.7,1.88,145.29,125.29,1.18
0.11,7.75,101.72,6.8,12.73,13.79,4.82,5.8,1.51,150.76,95.16,4.69
11.92,8.36,101.76,7.96,12.69,13.01,2.6,6.66,0.91,143.9,55.48,5.33
15.15,9.52,100.82,6.74,14.2,14.08,1.41,5.08,0.51,129.77,31.21,3.9
7.68,9.64,100.88,5.62,14.35,14.42,2.66,4.3,0.96,140.84,55,3.33
0.74,9.34,101.36,5.79,15.17,15.16,4.25,4.41,1.42,148.08,84.51,3.36
2.07,8.61,101.85,8.51,13.54,13.98,2.29,7.14,0.83,154.23,48.51,5.69
6.24,10.01,101.65,6.18,15.07,14.91,2.38,4.47,0.8,130.91,50.06,3.42
6.4,10.01,100.98,5.18,15.28,14.97,5.98,3.47,1.7,149.11,114.62,2.52
2.14,9.03,100.84,7,15.79,14.69,4.2,4.37,1.04,144.62,82.19,3.01
3.4,8.85,100.95,5.54,15.64,14.55,5.83,3.59,1.5,146.95,110.96,2.42
0.28,6.47,101.19,7.8,13.87,13.4,7.09,5.38,1.68,152.27,129.98,4.1
0,6.04,101.49,7.04,13.42,13.16,7.89,5.08,0.5,152.21,142.2,3.77
6.3,7.57,101.44,5.72,13.39,13.64,5.95,4.58,1.63,147.4,112.5,3.59
25.46,11.41,100.42,8.47,17.16,16.23,3.9,5.96,1.32,137.62,78.81,4.44
2.66,10.01,100.42,7.41,17.07,16.15,5.83,4.77,0.5,147.52,111.28,3.45
0,8.79,101.18,5.54,16.97,16.27,7.43,4.05,1.71,153.09,138.55,2.95
0,9.52,101.42,3.8,18.31,17.48,8.02,2.62,2.05,151.89,148.7,1.71
0,9.64,101.36,3.96,18.8,17.7,5.47,2.58,1.67,153.84,107.48,1.64
0.02,9.22,101.1,3.33,18.25,18.25,7.87,2.57,2.18,153.62,147.92,2.02
0,9.09,100.93,5.22,19.18,18.3,8.29,3.5,2.02,153.21,152.15,2.41
0,8.54,100.96,4.24,19.3,18.64,8.13,3.12,1.94,154.48,148.85,2.34
0.21,9.46,101.03,4.74,20.23,19.22,7.52,3.23,1.83,155.8,139.92,2.24
2.44,12.02,100.98,8.2,20.33,19.44,4.49,5.59,1.23,135.23,87.21,4.2
1.59,11.9,100.86,5.08,20.27,19.86,7.67,3.52,1.88,147.41,142.74,2.61
0.55,13.61,101.24,3.79,20.74,20.33,4.47,2.66,1.3,135.02,87.73,1.8
0.31,13.37,101.76,3.44,20.65,20.62,5.11,2.37,1.52,138.31,99.24,1.59
0.39,13.85,101.73,4.45,21.1,20.97,6.85,3.02,1.98,146,131.43,2.12
11.38,14.65,101.39,5.96,21.48,21.23,5.73,3.98,1.91,153.9,114.42,2.85
54.24,13.49,101.17,7.23,20.43,19.43,2.07,4.83,0.61,145.96,42.86,3.49
0,10.62,101.98,5.28,21.47,20.04,7.89,3.56,2.2,144.88,144.29,2.57
0,12.33,102.21,6.81,21.15,20.42,6.96,4.58,1.82,126.42,126.09,3.36
1.06,13.92,101.93,7.38,22,21.18,7.73,4.91,2.11,144.37,143.38,3.66
1.22,13.98,101.93,4.44,20.83,20.44,4.36,3.36,1.29,125.75,85.55,2.49
1.38,13.79,101.62,7.23,20.73,20.53,6.23,5.01,1.9,146.55,120.87,3.77
13.76,15.01,101.32,7.57,21.42,20.79,4.5,5.2,1.6,146.24,91.76,3.88
1.18,13,101.69,3.09,21.68,21.68,5.38,2.38,1.87,148.22,106.79,1.88
0,11.78,102.15,3.02,22.46,22.56,7.8,2.46,2.38,152.4,146.49,1.96
0,12.76,102.42,3.59,23.74,23.09,7.91,2.55,2.41,151.41,148.95,1.88
0,13.12,102.21,5.59,24.88,23.56,7.48,3.64,2.13,140.97,139.03,2.51
0,13.61,101.78,6.16,25.49,23.9,7.67,3.9,2.16,147.82,142.93,2.61
0.22,13.24,101.81,5.22,23.01,23.15,7.6,4,2.2,149.46,144.58,3.09
3.86,15.81,101.26,7.77,24.98,23.92,6.89,5.01,1.92,140.24,131.62,3.66
9.19,15.26,100.79,9.12,23.83,22.84,5.83,6.23,1.8,139.57,113.19,4.66
0,7.57,101.78,7.02,18.51,19.6,8.67,5.69,2.38,157.87,157.28,4.52
1.28,9.64,102.15,6.55,19.81,20.15,8.01,5.3,1.97,153.13,148.12,4.21
17.66,14.28,101.44,4.72,21.28,21.14,3.66,3.2,1.29,138.61,74.72,2.33
3.15,13.73,100.81,6.6,21.97,21.52,6.85,4.48,2.2,149.27,130.45,3.36
0.02,9.46,101.38,5.68,19.95,20.15,8.01,4.19,2.29,154.59,147.52,3.23
0,10.31,101.76,5.32,20.6,20.51,8.09,3.95,1.93,156.06,150.08,3.09
8.03,14.1,100.98,7.46,21.15,21.05,2.37,5.79,0.9,133.17,49.81,4.58
0.28,14.1,100.68,3.85,23.34,23.3,7.57,2.87,2.21,149.09,142.8,2.23
0.79,13.37,100.42,6.01,24.4,23.44,7.19,3.87,2.02,144.88,136.44,2.74
1.61,12.94,100.3,4.95,22.65,22.15,6.59,3.24,0.5,147.02,126.64,2.32
0,10.01,100.91,5.31,21.45,21.48,7.22,3.88,1.79,151.84,135.52,2.98
0,9.46,101.11,3.02,21.04,21.48,7.64,2.34,1.98,152.63,143.26,1.81
0,10.5,100.87,4.89,21.33,21.78,7.14,3.62,1.76,151.1,135.51,2.77
0.03,10.5,101.2,3.49,22.11,22.2,7.87,2.66,2.1,153.01,148.35,2.09
0.68,11.6,101.53,4.32,22.58,22.65,7.69,3.27,2.09,152.01,145.07,2.55
12.16,13.85,101.48,4.13,23.58,22.88,4.44,2.78,1.3,128.27,86.81,2.04
6.37,14.1,101.58,5.98,21.87,22.14,5.46,4.8,1.59,130.7,105.73,3.8
0.05,11.72,101.91,7,20.78,21.68,6.16,5.95,1.8,142.87,117.58,4.83
0,10.31,101.9,4.88,20.89,21.83,8.25,4.06,2.14,153.36,153.02,3.28
0,11.17,101.6,4.46,21.66,22.62,7.85,3.76,1.92,145.39,144.25,3.02
0,11.72,101.54,5.34,22.09,22.87,7.89,4.38,2.15,148.48,143.9,3.52
0.04,13.85,101.46,6.42,23.49,23.95,7.15,5.12,1.88,136.38,132.8,4.04
0.14,15.99,101.13,8.62,25.37,25.03,6.49,6.3,1.97,137.34,125.12,4.84
1.53,16.11,101.01,8.06,26.58,25.7,6.62,5.44,1.96,134.46,127.51,4.06
3.55,14.47,101.24,6.7,23.06,23.01,2.2,5.02,0.73,126.73,46.38,3.91
0,8.24,102.21,5.15,20.18,21.93,7.73,4.4,0.5,148.86,143.17,3.66
